        g[-1,1]                 Second order                Exact                     CCDhh
 -0.18000000715255737        2.1705500064015388        2.1710428633680054        2.1710290603813895     
 -0.16000002622604370        2.1525333571116128        2.1529128235508246        2.1528718300132517     
 -0.14000004529953003        2.1342833749334011        2.1344988210144678        2.1345114939766812     
 -0.12000000476837158        2.1158000044345853        2.1159547014417655        2.1159445320048889     
 -0.10000002384185791        2.0970833557844157        2.0971648077047029        2.0971675057508850     
 -8.00000429153442383E-002   2.0781333742459607        2.0782035743332550        2.0781767241431659     
 -6.00000023841857910E-002   2.0589500023007394        2.0589594449450819        2.0589684037602343     
 -4.00000214576721191E-002   2.0395333542903265        2.0395450735142324        2.0395388405667298     
 -2.00000405311584473E-002   2.0198833733916279        2.0198834429699688        2.0198840634819053     
   0.0000000000000000        2.0000000000000000        1.9999999957893264        2.0000000000000000     
  1.99999809265136719E-002   1.9798833526293436        1.9798830447148248        1.9798826537717376     
  3.99999618530273438E-002   1.9595333723704016        1.9595252555557616        1.9595277457248566     
  5.99999427795410156E-002   1.9389500592231741        1.9389245739600731        1.9389309469255305     
  7.99999237060546875E-002   1.9181334131876611        1.9180825036991189        1.9180878160457790     
  0.10000002384185791        1.8970833081007001        1.8969599924795748        1.8969936691126341     
  0.12000000476837158        1.8757999948978423        1.8756150935632749        1.8756440800025385     
  0.13999998569488525        1.8542833488066990        1.8539675500129849        1.8540341220236469     
  0.15999996662139893        1.8325333698272701        1.8322099186039931        1.8321588650631597     
  0.17999994754791260        1.8105500579595557        1.8099831090651506        1.8100132461862541     
  0.19999992847442627        1.7883334132035558        1.7876033576688890        1.7875920650276047     
  0.22000002861022949        1.7658833010514574        1.7651767731954000        1.7648898428252491     
  0.24000000953674316        1.7431999891281127        1.7420448501446402        1.7419013603420630     
  0.25999999046325684        1.7202833443164824        1.7190397477380550        1.7186208408024710     
  0.27999997138977051        1.6971333666165667        1.6949604476180231        1.6950424839940597     
  0.29999995231628418        1.6737500560283654        1.6716602112302592        1.6711603261114021     
  0.31999993324279785        1.6501334125518785        1.6472812454535641        1.6469682338236638     
  0.33999991416931152        1.6262834361871061        1.6231063583546241        1.6224598980806040     
  0.36000001430511475        1.6021999826908111        1.5980067340718502        1.5976286786635270     
  0.37999999523162842        1.5778833391586939        1.5727210545938846        1.5724681913622058     
  0.39999997615814209        1.5533333627382913        1.5480239350904110        1.5469714129418142     
  0.41999995708465576        1.5285500534296030        1.5221769384522439        1.5211312638083998     
  0.43999993801116943        1.5035334112326293        1.4970839859338891        1.4949404532495767     
  0.45999991893768311        1.4782834361473700        1.4707455697352234        1.4683914713552781     
  0.48000001907348633        1.4527999755859373        1.4433866488549327        1.4414764190310922     
  0.50000000000000000        1.4270833333333333        1.4171960652446529        1.4141876430205951     
  0.51999998092651367        1.4011333581924437        1.3896600597532967        1.3865167641544818     
  0.53999996185302734        1.3749500501632685        1.3624850308709702        1.3584553071055432     
  0.55999994277954102        1.3485334092458079        1.3341410833778706        1.3299945308841039     
  0.57999992370605469        1.3218834354400617        1.3062247616517761        1.3011254181679384     
  0.59999990463256836        1.2950001287460300        1.2777842896573635        1.2718386641114821     
  0.62000000476837158        1.2678833268404006        1.2503936723264335        1.2421244862021597     
  0.63999998569488525        1.2405333529790241        1.2191530460391338        1.2119733229095564     
  0.65999996662139893        1.2129500462293621        1.1954272606333092        1.1813747581770033     
  0.67999994754791260        1.1851334065914145        1.1656986223755812        1.1503182136515484     
  0.69999992847442627        1.1570834340651814        1.1328780604624757        1.1187927585724420     
  0.71999990940093994        1.1288001286506628        1.0962787786546127        1.0867870947529239     
  0.74000000953674316        1.1002833196798960        1.0801822063352304        1.0542893455941140     
  0.75999999046325684        1.0715333470980326        1.0366620328146752        1.0212878171856212     
  0.77999997138977051        1.0425500416278837        1.0100336889108359       0.98776981871315250     
  0.79999995231628418        1.0133334032694492       0.97160432160120180       0.95372241582108530     
  0.81999993324279785       0.98388343202272921       0.94223109740870825       0.91913221897541453     
  0.83999991416931152       0.95420012788772368       0.90958156999959350       0.88398536299911634     
  0.86000001430511475       0.92428331185181922       0.87440377009581027       0.84826727086356435     
  0.87999999523162842       0.89413334054946891       0.84510701660037491       0.81196348588502332     
  0.89999997615814209       0.86375003635883307       0.80504274539679699       0.77505837044726800     
  0.91999995708465576       0.83313339927991170       0.77619550183272956       0.73753592869017282     
  0.93999993801116943       0.80228342931270480       0.73288912322799327       0.69937956850382865     
  0.95999991893768311       0.77120012645721236       0.70881803090844464       0.66057207316664335     
  0.97999989986419678       0.73988349071343440       0.66826138232971033       0.62109557134485183     
   1.0000000000000000       0.70833333333333326       0.63719876692531585       0.58093126385809302     
